S_CTUID,58,59,60,63,64,65,81,83,87,88,89,90,1617,1618,1619,1620,1667,1668,1669
5350424.15,3.4,7680,5150,2525,1905,125,2515,1860,305,170,110,25,2850,2620,235,0,2840,1770,1075
5350164,2.5,5285,2765,2525,1760,180,1335,760,420,275,105,35,2485,1510,980,0,2485,1670,810
5350420.03,2.7,5590,3070,2520,1725,165,1495,945,405,245,110,50,2375,1230,1150,0,2375,1455,920
5350401.18,2.1,5455,2935,2520,1660,180,1385,605,330,235,80,10,3025,1640,1385,0,3015,1445,1575
5350516.42,3.8,6725,4220,2515,2070,90,2065,1635,260,140,90,30,2280,2025,260,0,2275,1565,715
5350262.01,2.1,4895,2375,2515,1600,215,1155,615,405,305,90,20,2740,915,1815,0,2735,1720,1020
5350378.25,4.3,6285,3775,2510,1940,160,1790,1405,300,160,80,60,1865,1700,160,0,1860,1160,700
5350324.02,2.9,5340,2825,2510,1845,120,1350,850,465,310,105,50,2140,1645,495,0,2140,1515,625
5350028.02,2.1,5360,2845,2510,1795,135,1350,595,230,145,65,25,2825,1800,1025,0,2815,1890,925
5350135,2,5155,2655,2505,1840,130,1300,665,205,135,55,15,3055,1010,2045,0,3055,1985,1070
5350516.26,3.4,5700,3200,2500,1930,105,1550,1090,370,185,115,70,2005,1615,385,0,2005,1575,430
5350283.01,2.7,4370,1870,2500,1650,200,850,560,610,335,170,105,1935,565,1375,0,1930,1195,735
5350211,2.6,5490,2995,2500,1635,140,1470,855,380,250,100,20,2445,1980,470,0,2445,1945,505
5350338,2.2,5090,2590,2500,1625,175,1265,730,310,215,75,20,2640,1705,935,0,2640,1935,705
5350528.36,4.2,6600,4105,2495,2005,115,1950,1370,235,125,80,30,1945,1360,580,0,1945,1120,825
5350411.18,3.6,8200,5710,2490,1845,135,2795,2110,355,180,125,50,3070,2800,270,0,3070,2045,1025
5350401.19,3.5,5895,3405,2490,1690,115,1590,965,395,235,130,30,1970,1745,225,0,1955,1280,680
5350540.01,1.9,4485,1990,2490,1340,220,950,410,280,190,70,20,2590,760,1830,0,2580,1585,995
5350026,2.4,5345,2855,2485,1800,155,1390,775,375,230,110,30,2695,1595,1100,0,2685,1840,845
5350485.01,2.9,6310,3830,2480,1590,240,1890,1210,405,225,130,45,2810,2295,520,0,2810,2200,605
5350078,2.1,5070,2590,2480,1650,190,1275,675,335,230,95,15,2825,1475,1350,0,2815,1985,835
5350012.04,1.6,4635,2160,2480,2005,95,1040,235,115,95,15,0,2975,1415,1560,0,2960,1825,1135
5350365,3.3,5430,2950,2475,1825,110,1415,980,340,195,95,50,1930,1435,495,0,1935,1255,675
5350222.01,2.6,5655,3185,2475,1700,155,1550,890,350,235,85,30,2555,1920,630,0,2555,1740,810
5350339,2.2,5610,3140,2475,1540,180,1555,835,330,225,85,20,3000,1990,1010,0,2995,2105,890
5350364.01,2.9,5100,2625,2470,1615,160,1235,760,340,175,100,65,1975,1330,640,0,1975,1270,700
5350307.07,2.7,5500,3035,2465,1905,100,1435,910,270,175,65,30,2365,1360,1010,0,2350,1195,1150
5350268,2.2,5575,3110,2465,1390,125,1515,785,285,210,60,15,2840,2140,700,0,2825,2000,830
5350400.22,4,7280,4815,2460,1925,115,2335,1795,270,145,75,50,2385,2215,170,0,2380,1615,765
5350039,2.4,3700,1245,2460,1705,150,565,280,365,180,115,65,1705,475,1230,0,1695,1025,670
5350097.04,2.2,4875,2415,2460,1925,135,1160,535,230,155,60,10,2465,1115,1350,0,2465,1465,1000
5350540.02,1.9,4985,2530,2460,1410,195,1225,510,265,190,60,10,2825,1165,1655,0,2800,1815,985
5350575.03,3.2,5350,2900,2455,1750,185,1400,945,490,280,135,70,2095,1450,640,0,2090,1415,675
5350573.03,3.1,5320,2860,2455,1625,155,1390,900,370,200,115,65,2020,1540,480,0,2020,1360,660
5350575.04,3,5075,2625,2455,1655,190,1285,840,450,265,115,75,2055,1660,400,0,2050,1440,615
5350516.08,2.7,5005,2550,2455,1610,195,1240,750,455,240,140,75,2185,1060,1130,0,2175,1510,665
5350237.03,2.2,4945,2490,2450,1350,205,1220,615,360,225,95,40,2530,630,1905,0,2530,1425,1105
5350320.02,2.8,5155,2705,2445,1645,170,1280,755,360,220,100,35,2080,1280,795,0,2075,1230,845
5350501.01,2.2,5220,2775,2445,1315,205,1340,645,340,220,100,20,2545,2015,535,0,2545,1895,650
5350516.04,2.4,5190,2750,2440,1570,235,1335,760,410,255,110,40,2590,555,2035,0,2590,1515,1075
5350576.06,3.3,5975,3540,2435,1810,175,1735,1135,400,210,135,60,2210,1935,270,0,2205,1635,575
5350523,2.5,5150,2720,2435,1445,200,1320,750,395,260,90,45,2510,1110,1400,0,2505,1490,1020
5350340,2.8,5505,3070,2430,1755,155,1490,980,355,205,120,30,2460,1205,1260,0,2465,1500,965
