S_CTUID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
5350368.02,4315,4308,7648,9270,11008,39282,32908,2.7,52425,138000,19284,56818,65789,23684,7895,82.1,68.5,18,62560,21227,16.7,14.6,72296,12137,26913,12005,5277,11609,528,528,1451,923,396,264,2375,35620,71025,28975,0,68198,31802,10428,26203,17647,28877,6684,0,35027,27807,50.1,9.5,58654,32372,2885,38907,37942,24116,792,10686,17546,2639,4354,923,6332,14380,4485,2243,923,0,0,1979,27441,25594,0
5350369,8094,7703,13774,15009,13774,43854,13712,3.3,55503,136544,17813,68155,55435,26087,18478,80.9,69,19.1,58581,35200,26,19.6,61606,15119,36740,5266,7210,6583,2445,1003,313,5266,188,376,878,30784,58607,41189,0,67008,32787,18317,29455,20173,14851,6559,495,31312,20916,49.9,10.3,57167,31197,4216,39629,39798,20405,1255,13551,18883,3576,3513,690,2133,9348,5144,3827,251,816,2133,8908,35320,14366,125
5350370.01,9977,10205,12531,11228,12481,49925,13885,2.6,52203,150879,23116,65000,63830,28369,7092,82.4,76.4,17.5,48267,29632,27.3,19.8,63142,17146,32803,12064,10010,12885,1283,6366,667,3901,103,462,2310,14887,51812,48188,0,57661,42204,13750,23750,19196,24018,8304,714,31518,30893,55.5,10.8,49583,37306,5721,39690,35518,24434,1181,8932,6211,1899,1951,308,2515,6930,9086,3439,719,2002,1078,10062,33214,27875,0
5350370.02,5580,4975,10663,11470,13530,47491,16846,3,52570,149898,17607,67532,63077,27692,9231,84,76.3,16,58325,31334,19.2,15.8,66883,15121,30612,15121,6772,13544,742,2226,1948,2597,278,371,2690,21429,73204,26796,0,65097,34903,15167,25000,19500,21167,6667,1000,33278,26622,62,8,48008,42125,4554,36053,42315,21632,1113,10390,8627,2319,1577,278,1577,10390,6215,2505,649,1113,1299,5566,30891,32282,0
5350370.03,4137,3796,10990,13406,13647,48430,13647,3,51462,161648,17771,67059,54386,33333,15789,84.3,74.4,15.8,60064,31680,17.9,15.2,67405,13653,17076,9091,11794,17322,369,1229,614,2580,0,0,1474,36118,66667,33333,0,68519,31481,12141,28477,24062,18764,4415,442,32892,26711,55.6,9.9,53867,36740,2762,38122,41160,20994,1230,13776,15990,3198,4674,1353,2952,11685,7503,2706,738,246,2337,8118,17958,28167,0
5350371,7626,6999,9567,10813,14024,46461,19004,2.9,52531,150219,16963,61280,61905,23810,13095,84.8,74.3,15.2,62336,30784,18.2,13.9,72907,9735,14159,8781,3880,11504,885,6603,477,1906,408,272,613,48809,74708,25292,0,67510,32490,10597,28989,22168,19245,4872,609,41413,19123,55.2,8.4,62404,28968,2773,37191,46142,16512,545,15929,19197,4221,5174,953,4221,21579,3744,2178,136,953,1157,11232,13547,22600,0
5350372,4346,4364,9080,10920,12759,48736,18276,3,55541,135577,17066,63500,63636,31818,4545,86.2,73.3,13.6,72038,36011,11.8,9.3,71365,12081,18345,11298,5705,9172,671,4698,559,447,2013,559,895,44407,87973,12027,0,75945,24055,9756,28252,20732,20732,7114,0,37805,24187,57.2,7.8,62560,28744,2899,45894,36473,17874,783,12528,16331,2349,5928,783,3915,20022,4251,3020,1119,336,1007,7718,17002,25056,224
5350373,4806,4599,10395,10915,13929,49272,15489,2.7,49877,169951,19363,60714,64179,26866,8955,83.6,73.6,16.4,52715,29856,21.4,18.9,68308,16702,14347,8994,7602,10278,3854,4283,321,2998,857,0,2677,41328,47339,52661,0,66667,33613,12172,25094,20974,23221,6929,562,36891,25843,56.4,9.1,54632,35629,3563,40047,41469,18246,1178,12099,17452,3105,5032,321,5032,16381,6424,4925,642,1606,535,10064,15846,23019,214
5350374.01,4848,4844,9485,10722,13196,50309,16289,2.9,56318,131410,18457,66222,72414,18966,6897,86.7,73.6,13.2,62866,35029,17.6,14.2,67156,18258,10901,25786,5031,10063,1258,3459,943,2516,1048,943,1258,35010,76807,23494,0,69880,29819,9619,21779,18693,29764,7623,907,37273,31636,56,9.8,56501,32861,2837,39151,39151,21698,944,7975,14481,2099,4617,420,6401,12172,4722,1679,315,839,420,11228,12277,39559,315
5350374.02,3215,3265,7932,9953,13530,46345,22240,3.1,56637,129688,15854,58442,64865,24324,8108,83.8,69.3,16.2,65067,28800,14.3,13.6,73515,13323,11717,31140,4976,10273,1926,321,963,1605,803,2087,1124,29374,88517,11483,0,71845,28155,11146,29936,20382,20064,5732,955,35350,23885,52,8,58271,34211,2632,38491,38491,23019,803,7705,11236,2087,2408,482,2889,18138,5136,2729,0,321,321,4173,11878,47673,0
5350374.03,4184,4247,8124,8722,12903,45998,24134,2.5,50272,156369,23497,56069,69091,23636,7273,78.4,67.5,21.6,43904,17787,27,23.9,66246,20551,15499,31458,6659,12285,918,1837,1033,230,918,230,2641,22732,36446,63554,0,57658,42342,16453,26923,17521,23504,5128,641,28358,28145,50.5,7.9,48087,40437,3279,39178,37808,23562,573,8028,11009,2523,2638,0,2294,8716,6193,3326,1032,1147,0,3555,16514,47477,0
5350375.01,6324,6131,8221,9486,12253,43241,27115,2.3,49005,163838,25133,54231,66667,23958,9375,75,62.5,25,37877,18848,33,26.7,70952,16517,10831,27199,10993,4072,733,1710,407,3583,814,0,977,37296,40687,59132,0,55636,44364,13279,25738,20328,22131,6721,492,35410,25738,43.9,11.9,51563,36830,4911,36830,40848,22321,488,6753,8625,1546,1465,651,2441,18552,8950,2522,407,1139,407,14158,10903,33767,163
5350375.02,1959,1950,8673,12755,10714,44643,23214,2.8,58333,120918,17143,62500,64706,29412,11765,89.3,69.1,10.6,87040,38016,8.7,7.2,73659,6829,8802,30318,5623,1467,1711,0,0,1711,1956,1222,1467,43521,72143,27857,0,77698,23022,3922,16176,14706,37745,12745,1471,52451,26471,56,8.6,64740,25434,2890,41618,42197,16185,1711,11247,22494,2445,3912,733,4645,16626,4401,2934,0,0,4645,3423,9780,36675,0
5350375.03,5318,5412,12135,11759,15710,45155,15334,2.8,51941,157143,20853,63594,56962,25316,17722,81.2,66.8,18.9,48538,25216,31.4,24.7,61686,20115,25958,20211,11877,9770,1916,1341,670,2395,1437,287,1724,20019,39678,60054,0,61930,38070,15893,26607,18571,21607,7679,1250,31607,26071,52,10.3,51501,39723,2309,41935,36175,21659,766,8525,12835,2778,1916,862,2011,8238,9579,2874,1245,670,2203,6609,25479,33621,383
5350375.04,5300,5477,9340,11321,15755,47830,16038,3.2,53516,149692,18160,65517,58824,27941,11765,85.6,71.4,14.3,66816,33195,19,16.1,66636,18267,17691,40410,7821,7356,1117,2328,652,931,186,186,1676,18250,80120,20181,0,66265,34036,15932,24407,21695,24915,5085,678,36610,23220,53.7,10.5,56383,32979,1064,35745,39149,25319,186,5214,8845,1304,2048,0,4097,6425,4842,2328,1304,745,1117,6238,17505,49814,0
5350375.05,7208,7320,8460,10055,13245,45354,22746,2.8,54560,135777,17926,64331,68831,24675,6494,87.4,71.9,12.5,61619,32320,17.1,14.3,68709,16366,14275,28479,6849,2740,1442,5191,0,2740,577,937,865,34823,53099,46694,0,66322,33678,9367,20053,23351,27573,6860,1055,44327,26253,54.8,9.1,60458,31373,2451,38725,39052,21895,865,10086,13401,1801,3314,432,3314,12320,5908,2089,360,1513,144,13617,14265,33790,144
5350376.01,5094,5248,10314,12672,15914,45580,15422,3.2,49826,170163,21991,61809,57831,24096,19277,81.4,65.8,18.6,54784,23872,29.4,26.3,64571,17066,12375,47106,12176,4291,399,599,599,2395,0,200,399,16467,69453,30547,0,66238,33441,23234,25465,18030,19888,5204,372,31599,19888,49.7,10.1,56456,33671,1266,38987,38987,22025,300,7792,6494,2198,2198,699,2697,5894,6693,599,2398,500,2198,5095,12288,54146,0
5350376.02,5176,5278,12452,10039,13996,48069,15251,3.2,55000,135941,22539,65919,57746,28169,14085,78.6,69.1,21.4,51046,25472,26.7,22.3,54649,28843,23245,49146,7211,7306,474,949,569,949,285,190,569,7685,58255,41745,0,61801,38199,23401,28620,16835,18519,3367,337,24579,23569,51.4,12.3,56563,31026,3103,40811,41289,17900,190,5977,4459,569,759,190,1139,4364,6072,854,285,0,759,1898,22486,57780,190
5350376.04,5460,5256,8524,9166,11824,42255,28231,2.8,57053,119926,16422,58000,64912,26316,8772,84,65.7,16,59072,25088,23.2,18.9,68606,18656,10732,53561,4915,3611,301,8325,301,201,903,0,702,14644,69553,30168,0,60056,39944,10899,21415,20268,29637,7075,765,35755,31740,47.6,8.9,65116,25581,3101,46907,34536,18557,201,5316,7924,1805,2006,401,1103,3410,2808,201,401,5517,2207,9328,11033,58576,0
5350376.05,6860,7132,9767,7726,15160,47376,19971,3.4,57754,120174,22574,57778,60274,28767,9589,82,65.2,18.1,62421,22944,18.8,22.8,63577,22774,3504,84672,365,1460,0,146,949,657,511,511,292,5328,89750,10500,0,62406,37594,30052,28478,12073,19160,4068,262,28309,13237,45.3,10.6,62205,18504,2756,41929,40354,17913,0,2920,1679,219,584,0,365,4380,584,146,0,146,0,1022,3504,87956,0
5350376.06,484,515,0,1031,0,11340,86598,1.5,41667,157500,12281,7692,133333,0,0,59.2,10.5,39.7,28848,22976,40.6,26.6,94667,4000,0,100000,0,0,0,0,0,0,0,0,0,0,85714,14286,0,46939,53061,0,53333,0,13333,0,0,21429,0,8,0,66667,33333,0,0,0,50000,0,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,100000,0
5350376.08,6157,6378,8448,9423,13566,45410,23233,2.9,55659,131667,19247,58885,72464,21739,7246,80.9,64.5,19,57253,35200,20.4,15.9,66639,21222,23388,42314,3223,7273,744,1736,826,579,579,0,1570,14959,88993,10773,0,60000,40000,18097,23869,21373,19657,6864,624,27769,30265,50.1,9.7,56471,31176,3137,35294,39216,25294,165,5120,7349,991,2725,413,1569,5533,3138,1404,165,991,248,4377,23865,51445,0
5350376.09,4638,4865,7767,8198,13269,46602,24056,2.9,57421,121610,21714,55752,75439,22807,3509,82.2,68.7,17.8,55040,24896,23.7,20.2,67644,20419,7435,73822,2304,2513,314,524,419,209,314,314,733,9005,84520,15789,0,62346,37346,17485,25737,17289,22986,6287,786,32417,24165,49.3,9.2,61713,22922,3526,45592,35264,19144,0,1152,1466,314,838,0,1047,5969,2408,838,0,524,838,3037,7225,78639,0
5350376.11,3416,3627,10835,15666,16105,44510,12445,3.4,48135,187823,18089,68702,42593,29630,29630,78.7,71.2,21.4,52480,26432,30.4,24.8,56140,25439,11696,29094,19298,11988,1608,2778,585,2047,1316,585,292,17105,49761,50239,0,62019,37981,14286,26331,19048,21849,8123,560,26331,32773,50.1,13.9,46067,44569,2247,33955,38060,27612,731,5263,5848,2047,1462,0,2193,6140,10526,3363,1462,1023,6579,10673,12135,43713,292
5350376.12,5318,5460,7425,8835,12406,45771,25470,2.8,57233,123616,17284,58621,67308,26923,7692,83.4,65.8,16.6,61664,35072,15.3,12.4,70217,16305,18379,34779,3959,3959,1225,2262,1697,1037,0,566,1320,29029,88710,11022,0,61456,38814,13636,22545,20364,24727,8182,2182,33273,30545,49.7,11.3,62559,29858,2133,39573,38389,22038,660,5467,9614,1602,2733,848,4053,5561,3959,1697,471,1697,566,14138,18944,41847,0
5350376.13,3902,3976,7692,10000,10513,44615,27308,2.9,59302,113235,17857,55612,62791,27907,6977,81.5,62.3,18.7,56320,25920,22.5,17.7,68428,19459,7345,74485,2577,2062,0,902,1289,0,258,0,515,8763,89531,10469,0,60650,39711,16452,24936,11311,28021,8226,771,31105,27249,44.7,9.9,60142,27758,3559,43929,35357,21071,0,5541,3222,387,1031,258,1546,5284,1804,387,0,1031,515,902,7474,78866,0
5350376.14,3763,3788,9973,10771,13830,47606,17686,3.6,60218,112953,17717,63784,61538,28205,10256,85.5,72.2,14.5,73472,26176,17.3,17.7,63095,19841,3841,76026,3046,3046,0,795,530,1192,397,265,397,8874,88835,10680,0,70588,28922,19560,24450,15403,25917,6112,1222,29584,26406,50.7,8.2,63123,25581,997,44000,34000,21667,530,3841,4503,530,1192,530,530,5166,2517,397,0,530,0,2252,4106,80000,0
5350376.15,3696,3943,5548,6495,10555,42760,34371,2.4,59325,110644,18116,41667,70732,21951,7317,84.2,59.4,16,52821,31040,24.9,17.3,76152,14228,8266,70325,1762,1491,271,2033,271,949,407,407,271,12060,88667,11667,0,59667,40667,9014,21972,16901,31831,12113,563,38310,30704,43.4,7.8,62403,26357,1550,45914,35798,18677,271,3799,6513,1221,1628,0,814,5020,1493,950,407,1493,0,3392,8955,73406,0
5350376.16,4226,3737,13373,9467,12544,38462,26154,2.4,51669,138202,22523,63924,72500,17500,10000,78,65.5,22.1,41760,28160,31.9,24.3,52021,30769,33638,21512,9778,5606,1434,4433,0,1304,261,0,782,19557,18043,81651,0,48318,51988,8594,21354,19531,29688,11198,0,27344,42448,45.7,10.3,46792,38491,6415,44906,35094,20000,1173,10300,11734,1565,4042,261,3259,3911,7301,2999,913,2086,1956,4433,31682,28683,0
5350377.01,8996,6650,9561,8171,18010,49694,14564,2.5,54233,143075,21558,55721,70192,23077,6731,87.6,74.6,12.4,52764,36352,25.5,20.7,64917,21105,12258,52844,4970,4914,773,1325,939,2761,939,166,773,15075,70097,29903,0,53221,46779,12316,24540,17555,27298,8272,551,37316,25735,55.5,9.1,63748,25894,2959,43280,36498,20222,276,5191,6516,994,1657,221,1988,7013,4859,1877,221,387,994,4914,12148,61182,0
5350377.02,4405,4683,7151,11124,14075,47446,20431,3.1,56888,128027,16024,61395,68182,25000,6818,84.5,65.6,15.6,62933,33408,19.8,16.2,68287,19444,8102,58565,3588,4167,694,579,347,1157,231,347,1273,18866,88087,12274,0,69424,30216,15385,25427,17949,25000,5556,855,35546,23769,49.3,10.4,66197,23380,3380,41690,40000,18592,0,6134,11806,1736,2546,347,1852,7523,4051,1736,0,0,0,2083,9491,64005,0
5350377.03,2815,2866,8703,9591,14032,47425,20426,3.3,57114,125979,19905,61481,65517,24138,10345,84.4,66.5,15.4,72192,37312,16.3,16.9,68750,15714,7665,59358,4813,2852,0,1961,357,0,891,0,1248,19073,85311,14689,0,76271,23729,16340,25490,14706,24183,7516,980,31373,26471,49.5,10.4,64159,26549,4425,38053,38938,22566,0,6429,11250,1250,1786,1786,1250,9107,6250,714,0,0,0,2500,7500,64286,0
5350377.04,5939,6114,9933,10269,14562,47980,17172,3.5,57662,126065,18097,63958,60000,36923,4615,81.8,70.8,18.1,62528,25920,20.8,17.9,64003,20690,9840,71320,5467,2944,589,1009,252,168,421,0,1514,4962,90419,9581,0,69069,30931,27676,29205,13456,16972,4128,612,25382,17737,51.1,9.3,60600,26400,3600,39400,39200,21000,336,4458,2439,757,505,0,421,2103,5803,1346,421,841,0,1514,10177,75442,0
5350377.06,3809,3856,9974,7349,19291,49213,13911,3.9,54217,142778,22295,64497,60000,31111,8889,84.1,69.9,15.9,66617,24448,19.4,26.2,60606,25895,2893,90083,275,1240,275,1102,964,0,0,275,0,964,90206,9278,0,60622,39896,28795,30804,11607,18527,2902,446,23438,16741,48,10.7,61404,21754,702,42606,35915,21479,275,2755,964,413,0,0,275,0,275,413,0,1102,0,0,2893,93802,0
5350377.07,4857,5162,9269,8857,15139,45932,21009,3.5,56080,127368,19137,63208,55556,31481,11111,83.9,69.8,16,68380,25152,19.9,22.6,61183,23011,7957,75054,5591,2688,215,860,1183,0,0,215,860,3763,88538,11858,0,64961,35039,28598,27664,15140,19813,2991,748,29104,14739,50.1,9.7,59794,27577,3608,37726,38243,23773,0,3011,2366,0,860,323,860,1613,5376,2043,0,430,0,538,8710,79570,0
5350378.02,3257,3374,9677,12750,18894,42396,16590,3.5,53047,156081,14504,64539,48485,30303,21212,80.5,66.1,19.3,58752,24128,22.7,22.1,63692,21077,32769,35538,6308,1846,1846,1077,308,2000,308,308,1231,15385,61538,38462,0,75275,25275,17538,26462,16308,24000,5846,923,27385,28615,50.4,12.1,52593,39630,2222,38148,34815,26667,1231,4308,4308,769,615,923,923,9538,5385,1692,923,0,1385,4000,31077,40000,0
5350378.03,7363,7593,9851,11889,15693,49524,13111,3,50438,170300,19101,66887,60550,26606,11927,85.5,78.4,14.6,61773,37120,16.5,13.1,67029,15500,31726,16304,17188,9035,2582,543,815,340,272,136,3261,14402,76591,23203,0,64887,35113,11401,29097,26010,20190,4751,356,36580,22803,58.6,9.6,57507,31445,3116,38527,37252,24221,272,9918,11617,1766,2785,272,1698,4823,15285,5910,815,408,2038,1087,33084,29755,0
5350378.04,6148,6109,13507,14809,15216,43613,13019,3.5,54060,148289,15884,69444,56164,26027,16438,80.1,71.9,19.8,56645,32640,25.2,18.9,62333,15667,46583,10167,13583,10917,833,2417,250,1750,500,167,3083,7417,71751,28249,0,64124,35876,15298,25604,18680,22061,7085,644,31562,27214,53.5,10.8,57520,31098,3659,40650,29675,29472,250,6339,5171,1084,1168,167,1168,4754,12677,3336,334,167,1168,5922,48040,23436,0
5350378.05,3907,4028,11652,14469,14213,46479,13188,3.3,48661,181553,19939,70946,54286,27143,17143,81.9,74.9,18,63712,26272,17.3,13.2,67862,10883,24744,3205,28077,16026,513,641,641,1026,0,0,4615,17051,61317,38683,0,66529,33471,11348,31915,27187,15366,4255,0,38863,17536,57.3,9.3,59026,33524,1146,33238,42980,23782,1923,8974,13974,2949,2179,256,2949,3462,23590,4487,2821,1026,769,2051,26154,22564,0
5350378.06,6063,6252,11707,15499,15746,45837,11377,3.6,52492,158721,16239,75102,54878,26829,17073,81.3,75.5,18.8,62880,21696,19.4,14.1,63749,14368,45868,5207,17107,15041,1570,0,496,1983,248,0,3802,5041,68358,31343,0,67164,32239,21151,26750,21773,15086,2955,311,30171,21773,55.4,11.7,55218,34345,3226,38520,34915,26755,661,8836,5037,1239,1073,0,661,2890,13790,2973,578,165,1321,3220,47564,22213,0
5350378.07,7099,7281,9302,10782,14870,46089,19098,3.1,52816,148995,19064,63423,58242,26374,14286,83.4,73.4,16.6,57760,31424,20.7,16.2,68809,15047,24324,38568,10738,8692,1023,1753,657,146,511,0,1607,9350,70824,29176,0,64430,35794,14514,27963,18642,21571,6525,533,32314,25266,54.1,9.4,55872,33054,3523,39664,36471,24202,584,4602,7451,1023,2118,438,2045,5332,8839,2630,877,730,1023,2045,24105,50694,0
5350378.08,6263,6571,8626,10703,13898,48323,18450,3.2,55934,131908,19038,65068,65789,26316,7895,82,70.5,17.9,60800,22720,18.7,15,67874,16772,26320,44050,5516,7644,788,1261,867,236,158,473,709,9771,76845,23155,0,64377,35623,22825,28103,20399,16262,3424,713,31054,17949,53,9.4,60791,28237,2518,39388,36511,23921,158,4649,5674,630,1261,236,1418,5831,6147,2285,236,867,158,1103,26005,54531,0
5350378.11,5693,5874,11765,12994,15452,47498,12204,3.3,52457,157637,17040,73617,56338,29577,12676,82.6,75.8,17.3,59200,32896,19.4,14.1,61762,17879,49572,4709,17723,10445,1712,171,514,685,171,0,2740,9418,78171,22124,0,60947,39349,15591,27402,19843,21575,5039,0,28976,27717,56.3,11,54406,34866,1916,34866,36398,28352,599,7699,6758,1454,1454,0,1027,4106,12318,4705,1369,171,2823,1796,48760,18135,171
5350378.12,5181,5293,12247,13790,14658,42044,17068,2.8,44934,205040,22246,65922,54808,24038,21154,74.5,67,25.4,45369,19541,28.4,21.5,66892,12934,28255,6557,24108,11090,3761,2025,0,482,0,0,3472,15815,52617,47107,0,59229,40496,14370,30709,26181,12992,2756,0,34646,20472,49.9,11.4,51100,35697,2689,35697,33252,30807,2027,10039,10907,3282,3958,0,3282,7336,20656,7432,1737,0,1931,3958,28861,20174,290
5350378.14,3892,4074,11825,12725,14524,46015,14781,3.3,55365,136798,20139,69006,57143,28571,14286,82.3,71,17.6,58675,33088,24.3,19.2,58122,23350,29531,43853,5323,5323,760,507,380,2281,253,253,507,7351,54506,45494,0,63948,36481,18750,25962,17788,19952,6010,0,25542,29880,50.8,12.3,58900,31392,1618,45307,31392,23625,253,5323,5450,1014,1774,0,887,1901,6337,2028,0,253,507,4183,27757,52091,0
5350378.16,6103,6438,10984,11230,14016,47705,15984,3.2,54537,140787,18710,68773,59420,27536,13043,81.7,73.9,18.4,57216,33920,18.2,13.9,71854,10762,54553,5546,12583,8030,1325,662,662,1656,0,0,6540,5546,78385,21094,0,65013,35248,15602,30312,21100,17979,3566,743,33531,20623,55.9,9.7,58942,31569,2372,33759,38869,27372,248,6954,4884,414,911,166,662,5215,12334,5629,1242,497,497,2815,56954,15811,0
5350378.17,3336,3499,11694,16642,16942,44228,10945,3.7,48593,188031,14909,76800,38462,34615,28846,81.6,74.9,18.2,66240,40576,19.2,14.7,66716,8837,27729,2212,30678,8997,1180,0,0,5752,0,295,6932,11799,64286,35714,0,69231,30769,13372,34884,17733,20058,2907,581,30029,21866,56.7,10.8,53082,38014,685,33219,34589,32877,884,11782,8689,1031,442,295,1031,4566,23859,3682,6186,0,4566,7069,31959,14138,884
5350378.18,2765,2881,11392,8680,11031,46474,22242,2.5,51702,148971,25110,53846,66000,28000,8000,75.7,66.4,24.2,40512,24192,37.6,24.4,66409,16409,21236,58494,8687,2896,0,386,386,3089,0,0,0,3089,77103,23364,0,40187,59813,20295,30996,19926,14022,5166,0,27778,20741,43.7,13.1,64674,21739,1630,49180,33880,16393,0,5598,1737,386,579,0,772,2124,7143,1544,0,0,1351,3861,21042,63127,0
5350378.19,5162,5223,9681,10842,15779,48790,15198,3.7,58229,125146,16033,68852,57407,31481,11111,84.6,72.9,15.5,69824,30400,16.9,15.1,66036,17124,19868,57332,4825,8515,284,473,1514,568,0,284,1135,3690,91958,7692,0,71329,28322,22521,32269,16303,17815,3025,336,25882,19328,53.7,9,65646,22976,1751,40570,36184,23684,189,3406,2554,378,568,0,0,3595,3690,1325,0,0,378,1041,20624,69063,0
5350378.2,2093,2263,10526,7895,10766,45455,25359,2.7,58056,113876,24503,54455,73333,23333,3333,74.3,64.6,25.6,42829,21760,35.4,25.8,68545,16901,15493,70892,1878,3052,0,704,1174,469,0,0,0,5164,83333,16026,0,44231,56410,19820,32883,20270,17568,2703,0,27803,19731,51.5,6,62712,21469,1695,46893,31638,22034,0,4706,2588,471,471,471,0,1882,706,0,0,706,0,1647,15765,74588,0
5350378.21,3948,3627,11139,11392,14937,46962,15570,3.8,57640,125197,20000,66484,58140,32558,9302,83.3,71.3,16.5,70707,26944,19,18.6,63308,20149,9950,71891,4975,2985,0,622,373,249,0,0,498,4229,94313,5213,0,69378,30622,23583,32200,13605,22222,1134,454,25397,19048,50.9,10.9,61875,25313,1250,41066,34169,24765,0,4981,3113,374,498,0,249,1743,5479,498,0,249,0,1121,11208,79328,0
5350378.22,3454,3640,9855,8116,16377,48406,17391,3.9,57023,128152,20233,61006,61538,30769,7692,83,68.3,17,72375,24512,17.1,19.9,64349,20562,8136,77959,2367,3994,0,296,592,0,0,0,888,3994,94253,5172,0,71264,28161,30446,28871,11286,18635,3675,0,24409,16273,49.3,7.1,60573,24014,3584,37993,41935,20430,296,3846,2367,592,296,296,296,3994,2219,888,0,296,0,296,8432,83580,0
5350378.23,4095,4248,6838,9524,14164,45543,23932,3.1,56011,131951,16770,58163,58696,32609,8696,83.4,65.4,16.6,64819,27200,18.8,17.4,71393,16791,11304,66087,2360,4472,248,745,1863,248,0,248,373,10683,86590,13027,0,70769,28846,19277,23855,17349,25783,4819,482,37349,19518,47.2,7.6,61465,28662,2548,41720,36943,21019,0,5093,6335,745,1366,373,745,4596,1739,2360,0,248,0,1739,11677,72919,248
5350378.24,6109,6406,7610,8347,12193,43372,28478,2.7,55217,127425,17113,58993,69231,26154,3077,80,64.9,20,47854,21728,26.8,18.9,70573,16319,21267,58507,3906,5035,781,521,1563,0,0,174,694,5122,87089,12911,0,56573,43662,19699,29215,14691,21536,4674,501,29382,21703,47.4,10.3,58824,29194,2614,40087,37037,23094,0,3299,3646,1302,1128,0,868,3559,3733,868,260,608,608,174,21354,66667,0
5350378.25,7931,7558,13115,15259,14691,47100,9647,4.3,60064,117881,11554,78492,53333,26667,20000,86.9,82.6,13.2,84395,38400,9.8,8.5,66348,10580,70427,3569,5864,12173,1083,382,637,191,0,0,1466,2040,91153,8579,0,62366,37634,17970,28005,20070,18203,4784,350,32555,21470,61.3,7.1,62483,28571,801,38770,35027,26203,127,7707,1401,510,510,0,510,2293,5287,2166,510,0,510,955,69427,17452,0
5350378.26,4761,4675,11450,14286,15966,48214,10294,4.2,59463,122151,10726,75556,54286,25714,17143,88.4,83.8,11.6,90368,54656,8.3,6.3,69008,7955,65496,6715,5682,9814,723,2169,1550,207,0,0,1860,3409,92982,7018,0,63436,37004,17505,26443,22719,19739,2980,0,37058,18622,61.9,9.3,71983,19397,862,37849,41075,20860,0,5992,2479,620,413,0,620,1136,8471,2169,0,310,517,2376,65289,19112,0
5350378.27,5806,5627,13178,14298,15245,49096,8441,3.8,57235,132264,14141,77381,55738,27869,14754,88,83.3,12.2,78057,40960,11.1,9.1,65833,10526,55220,1984,15444,14754,777,949,1035,0,0,0,777,4918,83660,16667,0,63072,36601,14894,26596,20213,22492,6079,456,33687,24734,61.3,9.3,61594,30797,725,32911,37794,29295,345,7593,4055,518,1122,173,1122,4142,11648,2761,1381,431,1553,1035,54875,19758,0
5350378.28,7175,7451,10662,12474,16376,45366,15122,3.7,51698,163782,15609,72093,44330,35052,21649,83.7,75.2,16.4,77227,30912,12.3,9.3,71997,7751,49965,5101,21454,5590,1817,769,210,1048,140,0,5870,5031,80260,19481,0,69091,31169,13489,32425,22957,17121,3243,0,39767,14378,55.6,9.2,60436,30062,935,33489,37227,29128,559,6918,5521,908,908,0,629,4333,22362,6150,559,210,1398,1887,51572,12928,140
5350400.02,5911,6261,8799,13875,12606,49577,15228,3.2,64164,99064,12605,66562,58333,33333,11111,93.2,78.1,6.8,104420,46720,6.3,5.7,75021,6266,7725,18541,3090,2489,515,687,515,429,429,1030,429,62318,95467,4533,0,80800,19200,3840,19048,23656,33026,9370,614,61905,15361,63.8,5.5,75575,15044,1947,40708,39292,20177,601,17354,39347,5584,11340,2491,7646,18471,6100,1031,0,258,859,2062,7818,25172,344
5350400.03,2961,3032,9122,10642,12500,49493,18243,3.1,63976,98769,13736,62500,56250,31250,12500,91.3,74.3,8.9,94098,39680,7.8,5.9,75738,5738,9031,30542,4598,1314,0,2463,328,1970,1478,328,1314,44992,93651,6878,0,76720,23280,8282,21472,17485,32209,8282,613,51227,19632,60.9,6.3,76241,15603,2128,36525,42199,21631,493,12644,23810,1970,5255,1806,7553,18227,5911,1478,0,2791,821,5090,9360,35632,0
5350400.04,1961,2026,10714,13520,9184,45663,20408,2.7,63580,93689,22881,59406,64286,35714,0,90.5,70,9.4,71808,36096,13,9.7,69666,11825,2314,26478,1542,6427,1542,0,0,514,514,514,0,59383,75510,25170,0,68919,29730,5263,20526,18421,35263,7895,1579,51053,22632,58.1,8.3,73373,15385,4142,45562,36686,16568,0,12853,42159,7712,12853,1542,9769,16967,1542,2314,0,0,0,2571,3085,33419,0
5350400.06,3062,3075,10114,12561,11093,48124,18434,3,62500,100938,19895,59748,57692,38462,11538,92,73.8,7.9,94464,44928,5.9,5.1,77052,4355,5351,17057,4348,3010,1672,0,334,334,0,669,1505,65050,93204,6311,0,81951,18537,3681,25153,26687,27607,7669,920,53374,17485,62.7,6.7,73145,13428,4594,44170,38163,18021,669,18729,40301,6187,10535,669,4515,20067,4181,3679,0,334,0,2508,5686,22575,0
